"Timestamp"," 1. What is your year of study? ","2. Are you a domestic or international student? (Domestic meaning you lived or resided in Canada 3+ years before starting university. International meaning you lived abroad prior to beginning university studies). ","3. Which degree are you currently pursuing?","4.  What do you identify as? (Self-Identification is voluntary and you can choose to select the option of ""I do not wish to answer"")","5. Do you identify as someone with Accessibility Needs? ","6. What is your CGPA?","7. What kind of classes are you currently attending? ","8. For in-person classes, on average, how long is your commute to UTM? (One-way)","9. The location of where I am currently living impacts my attendance for in-person class (on-campus vs. off-campus). ","10. My type of commute to school determines whether I’m more likely to attend an in-person class (Walking, Bus, Train, Car, etc.) ","11. My commute time impacts my in-person class attendance. ","12. What would be your most common reasons for skipping an in-person class? Please select your top 3.   ","13. What would be your most common reasons for skipping online classes? Please select your top 3. "," Traditional style lecture (professor teaching material through educational talk, slides, and physical examples)  ","Hybrid style lecture including collaborative group work and presentations","Live Lectures (Synchronous) ","Recorded lectures with Office Hours (Asynchronous) ","14. On average, for a particular course in each semester how often do you say you skip (online or in-person) classes? ","15. Which classes based on Eastern Time are you more likely to skip?","16. Are you more likely to attend class (online or in-person) if the professor requires mandatory participation during lecture (class discussions, quizzes using software such as Quercus, TopHat, etc.)?  ","18. Do you feel your attendance affects your overall CGPA? ","19. Generally, do you classify yourself as one who attends or skips class? "
"2021/02/10 4:46:53 PM AST","Third","International","Honours Bachelor of Science","Male","I do not wish to answer","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","4","2","4","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 4:47:24 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Work;Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","1","2","1","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 4:48:20 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","3","4","4","Frequently (75% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Skip"
"2021/02/10 4:48:46 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","2","3","4","1","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 4:50:27 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","1","4","2","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
"2021/02/10 4:50:46 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","1","2","3","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 4:50:59 PM AST","First","International","Honours Bachelor of Science","Male","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","Time of Class as per your time zone;Easy to use external resources if needed (Internet, friends, etc.)","3","2","3","3","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 4:51:17 PM AST","Fourth","International","Honours Bachelor of Science","Female","No","3.0 - 3.49","A combination of online and in person courses","15-30 min","Disagree","Disagree","Strongly Disagree","Time of Class;To Study (Prepare for a Test or Assignment);Instructor posts class material online (lecture notes, recordings, etc.)","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","2","2","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 4:51:38 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","To Work;Poor sleep habits","3","1","2","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 4:52:06 PM AST","Third","International","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","Dislike of teaching method;if classes are asynchronous ","4","3","4","2","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","No","Yes","Attend"
"2021/02/10 4:52:15 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","Yes","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","4","4","1","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","No","No","Skip"
"2021/02/10 4:54:13 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","To Work","3","4","2","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/10 4:55:14 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","4","3","4","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 4:55:17 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);General sickness (headaches, cold, fever, etc.)","1","4","2","1","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 4:55:43 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Male","No","3.5 - 4.0","Only online courses","","","","","","To Work;Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","2","4","2","3","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 4:56:34 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","3","4","4","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 4:56:40 PM AST","Third","Domestic","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","3","2","1","4","Always","Morning (7:00am – 11:59am)","No","No","Skip"
"2021/02/10 4:56:44 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","4","1","1","Never","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/10 4:56:58 PM AST","Fourth","Domestic","Honours Bachelor of Science","Other","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","2","4","3","1","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","No","Yes","Skip"
"2021/02/10 4:57:00 PM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work","4","3","2","1","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","No","Yes","Attend"
"2021/02/10 4:57:10 PM AST","Second","International","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;Poor sleep habits;Technical issues (connection, equipment, etc.)","1","1","1","3","Never","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 4:57:24 PM AST","Fourth","Domestic","Bachelor of Commerce","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits","2","4","2","1","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 4:57:58 PM AST","First","Domestic","Bachelor of Commerce","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method","2","4","4","2","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/10 4:58:19 PM AST","Fourth","International","Bachelor of Commerce","Male","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment)","1","1","3","2","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 4:58:37 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","3","3","4","2","Never","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 4:58:49 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);I honestly wouldn't really skip any classes, but the two reasons i have selected would be the only extreme cases where i would skip","1","2","1","3","Never","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 5:00:10 PM AST","Third","Domestic","Honours Bachelor of Science","Male","Yes","2.0 - 2.99","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Easy to use external resources if needed (Internet, friends, etc.)","3","1","4","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:00:17 PM AST","Third","International","Honours Bachelor of Arts","Female","I do not wish to answer","Prefer not to answer","Only online courses","","","","","","Time of Class as per your time zone;Technical issues (connection, equipment, etc.)","3","3","3","2","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 5:00:41 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","4","3","2","4","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Skip"
"2021/02/10 5:00:41 PM AST","Fourth","Domestic","Bachelor of Commerce","Male","No","2.0 - 2.99","Only online courses","","","","","","To Work;Easy to use external resources if needed (Internet, friends, etc.)","1","2","1","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:01:18 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","3","3","2","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/10 5:01:37 PM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Work;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","1","2","1","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:01:38 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Technical issues (connection, equipment, etc.)","2","4","2","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","No","No","Attend"
"2021/02/10 5:02:37 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","2","2","4","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:02:43 PM AST","First","Domestic","Honours Bachelor of Science","Male","Yes","2.0 - 2.99","Only online courses","","","","","","i never skip class","3","4","4","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","No","No","Attend"
"2021/02/10 5:02:47 PM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","2","4","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:03:01 PM AST","First","International","Bachelor of Commerce","Male","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","4","4","4","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/10 5:03:01 PM AST","Third","Domestic","Bachelor of Business Administration","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.)","1","2","1","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:03:04 PM AST","Fourth","Domestic","Honours Bachelor of Science","I do not wish to answer","Yes","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Accessibility Needs;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","3","1","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:04:17 PM AST","First","Domestic","Bachelor of Commerce","Male","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);General sickness (headaches, cold, fever, etc.)","4","1","4","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:04:34 PM AST","Third","International","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;Technical issues (connection, equipment, etc.)","4","3","2","4","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Attend"
